,ID,ID_FIN_LANCAMENTO_PAGAR,ID_CENTRO_RESULTADO,DATA_INCLUSAO,VALOR,PERCENTUAL
1242,1632,1875,158,2022-10-11,524.81,100.0
1243,1633,1876,52,2022-10-11,361.38,100.0
1244,1634,1877,169,2022-10-11,124.88,100.0
1245,1635,1878,52,2022-10-11,440.0,100.0
1246,1636,1879,158,2022-10-11,52.0,100.0
1247,1637,1880,197,2022-10-11,4260.64,100.0
1248,1638,1881,59,2022-10-11,313.5,100.0
1249,1639,1882,52,2022-10-11,50.0,100.0
1250,1640,1883,158,2022-10-11,15.0,100.0
1251,1641,1884,148,2022-10-11,223.3,100.0
1252,1642,1885,212,2022-10-11,45.0,100.0
1253,1643,1847,212,2022-10-11,5000.0,100.0
1254,1644,1886,148,2022-10-11,72.03,100.0
1255,1645,1887,212,2022-10-11,30.0,100.0
1256,1646,1888,52,2022-10-11,17.62,100.0
1257,1647,1889,158,2022-10-11,682.9,100.0
1258,1648,1890,171,2022-10-11,4996.5,100.0
1259,1649,1891,59,2022-10-11,2000.0,100.0
1260,1650,37,59,2022-10-11,173.16,100.0
1261,1651,1892,59,2022-10-11,173.16,100.0
1262,1652,1893,203,2022-10-11,1777.04,100.0
1263,1653,1894,59,2022-10-11,600.69,100.0
1264,1654,1895,59,2022-10-11,44.6,100.0
1265,1655,1896,52,2022-10-11,545.84,100.0
1266,1656,1897,52,2022-10-11,90.97,100.0
1267,1657,1898,59,2022-10-11,473.5,100.0
1268,1658,1899,59,2022-10-11,212.7,100.0
1269,1660,1901,211,2022-10-11,1288.04,73.164137
1270,1661,1901,59,2022-10-11,472.44,26.835863
1271,1662,1902,59,2022-10-11,470.0,100.0
1272,1663,1903,158,2022-10-11,331.74,100.0
1273,1664,1904,212,2022-10-11,295.44,100.0
1274,1665,1905,197,2022-10-11,142.88,100.0
1275,1666,1906,212,2022-10-11,31.1,100.0
1276,1667,1907,148,2022-10-11,10151.7,100.0
1277,1668,1908,63,2022-10-11,55.26,100.0
1278,1669,1909,148,2022-10-11,4750.0,100.0
1279,1670,1910,251,2022-10-13,66.47,100.0
1280,1671,840,158,2022-10-13,22.64,100.0
1281,1672,1911,216,2022-10-13,300.0,100.0
1282,1673,1912,210,2022-10-13,300.0,100.0
1283,1674,1913,217,2022-10-13,300.0,100.0
1284,1676,1915,158,2022-10-13,303.33,100.0
1285,1677,1916,52,2022-10-13,24.0,100.0
1286,1678,1917,52,2022-10-13,500.14,100.0
1287,1679,1918,158,2022-10-13,1696.18,100.0
1288,1680,1919,52,2022-10-13,297.15,100.0
1289,1681,1920,52,2022-10-13,85.0,100.0
1290,1682,1921,180,2022-10-13,76.0,100.0
1291,1683,1922,52,2022-10-14,9.0,100.0
1292,1684,1923,52,2022-10-14,3.0,100.0
1293,1685,1924,52,2022-10-14,5.0,100.0
1294,1686,1925,158,2022-10-14,234.0,100.0
1295,1687,1926,52,2022-10-14,0.32,100.0
1296,1688,1927,52,2022-10-14,69.6,100.0
1297,1689,1928,158,2022-10-14,146.0,100.0
1298,1690,1929,158,2022-10-14,15.0,100.0
1299,1691,1930,158,2022-10-14,1019.0,100.0
1300,1692,1931,212,2022-10-14,790.0,100.0
1301,1693,1932,158,2022-10-14,240.0,100.0
1302,1694,1933,158,2022-10-14,28.0,100.0
1303,1695,1934,158,2022-10-14,2020.0,100.0
1304,1696,1935,52,2022-10-14,2940.0,100.0
1305,1697,1936,52,2022-10-14,1360.25,100.0
1306,1698,1937,52,2022-10-14,227.08,100.0
1307,1699,1938,158,2022-10-14,77.5,100.0
1308,1700,1939,212,2022-10-14,5000.0,100.0
1309,1701,1940,59,2022-10-14,45.28,100.0
1310,1702,1941,60,2022-10-14,1760.0,100.0
1311,1703,1942,158,2022-10-14,2678.0,100.0
1312,1704,1943,158,2022-10-14,1620.0,100.0
1313,1705,1944,158,2022-10-14,400.01,100.0
1314,1706,1945,158,2022-10-14,15.0,100.0
1315,1707,1946,158,2022-10-14,8.99,100.0
1316,1708,1947,59,2022-10-14,1457.9,100.0
1317,1709,1948,52,2022-10-14,159.8,100.0
1318,1710,1949,158,2022-10-14,400.0,100.0
1319,1711,1950,158,2022-10-14,757.07,100.0
1320,1712,1951,158,2022-10-14,731.18,100.0
1321,1713,1952,158,2022-10-14,400.01,100.0
1322,1714,1953,158,2022-10-14,910.01,100.0
1323,1715,1954,158,2022-10-14,389.0,100.0
1324,1716,1955,209,2022-10-14,88.78,100.0
1325,1717,1956,158,2022-10-14,15.0,100.0
1326,1718,1957,59,2022-10-14,1051.0,100.0
1327,1719,1958,158,2022-10-14,200.0,100.0
1328,1720,1959,255,2022-10-14,55.26,100.0
1329,1722,1961,52,2022-10-17,8.5,100.0
1330,1723,1962,251,2022-10-17,597.04,62.500262
1331,1724,1962,59,2022-10-17,358.22,37.499738
1332,1725,1963,52,2022-10-17,397.51,100.0
1333,1726,1964,59,2022-10-17,147.99,100.0
1334,1727,1965,162,2022-10-17,4057.2,100.0
1335,1728,1966,59,2022-10-17,180.0,100.0
1336,1729,1967,267,2022-10-17,1431.31,100.0
1337,1730,1968,216,2022-10-17,611.39,100.0
1338,1731,1969,228,2022-10-17,549.0,100.0
1339,1732,1970,52,2022-10-17,19.5,100.0
1340,1733,1971,216,2022-10-17,95326.28,100.0
1341,1734,1972,216,2022-10-17,248.0,100.0
1342,1735,1973,52,2022-10-17,1200.0,100.0
1343,1736,1974,52,2022-10-17,1200.0,100.0
1344,1737,1975,52,2022-10-17,1200.0,100.0
1345,1738,1976,52,2022-10-17,1200.0,100.0
1346,1739,1977,52,2022-10-17,1200.0,100.0
1347,1740,1978,52,2022-10-17,1200.0,100.0
1348,1741,1979,52,2022-10-17,1200.0,100.0
1349,1742,1980,52,2022-10-17,1200.0,100.0
1350,1743,1981,52,2022-10-17,1200.0,100.0
1351,1744,1982,52,2022-10-17,1200.0,100.0
1352,1746,1984,163,2022-10-17,233.94,100.0
1353,1747,1985,228,2022-10-17,88.78,100.0
1354,1751,1989,158,2022-10-18,180.0,100.0
1355,1752,1990,158,2022-10-18,72.0,100.0
1356,1753,1991,212,2022-10-18,2204.0,100.0
1357,1754,1992,60,2022-10-18,1760.0,100.0
1358,1755,1993,158,2022-10-18,55.0,100.0
1359,1756,1994,60,2022-10-18,233.94,100.0
1360,1757,1995,158,2022-10-18,103.99,100.0
1361,1758,1996,158,2022-10-18,119.9,100.0
1362,1759,1997,158,2022-10-18,77.5,100.0
1363,1760,1998,158,2022-10-18,77.5,100.0
1364,1761,1999,158,2022-10-18,15.0,100.0
1365,1762,2000,158,2022-10-18,12.43,100.0
1366,1763,2001,158,2022-10-18,11.91,100.0
1367,1764,2002,258,2022-10-18,650.0,100.0
1368,1765,2003,158,2022-10-18,15.0,100.0
1369,1766,2004,158,2022-10-18,445.0,100.0
1370,1767,2005,258,2022-10-18,650.0,100.0
1371,1768,2006,158,2022-10-18,449.32,100.0
1372,1769,2007,158,2022-10-18,354.8,100.0
1373,1770,2008,59,2022-10-18,459.99,100.0
1374,1771,2009,158,2022-10-18,2902.0,100.0
1375,1772,2010,52,2022-10-18,1540.0,100.0
1376,1773,2011,158,2022-10-18,240.0,100.0
1377,1774,2012,158,2022-10-18,245.0,100.0
1378,1775,2013,158,2022-10-18,15.0,100.0
1379,1776,2014,52,2022-10-18,1078.68,100.0
1380,1777,2015,158,2022-10-18,185.0,100.0
1381,1778,2016,52,2022-10-18,152.95,100.0
1382,1779,2017,158,2022-10-18,15.0,100.0
1383,1780,2018,59,2022-10-18,613.95,100.0
1384,1781,2019,59,2022-10-18,556.0,100.0
1385,1782,2020,158,2022-10-18,15.0,100.0
1386,1783,2021,212,2022-10-18,800.0,100.0
1387,1784,2022,158,2022-10-18,58.6,100.0
1388,1785,2023,52,2022-10-18,52.0,100.0
1389,1786,2024,158,2022-10-18,320.0,100.0
1390,1787,2025,158,2022-10-18,288.0,100.0
1391,1788,2026,158,2022-10-18,250.0,100.0
1392,1789,2027,52,2022-10-18,750.0,100.0
1393,1790,2028,158,2022-10-18,15.0,100.0
1394,1791,2029,52,2022-10-18,2943.98,100.0
1395,1792,2030,158,2022-10-18,9.49,100.0
1396,1793,2031,158,2022-10-18,12.25,100.0
1397,1794,2032,266,2022-10-18,233.94,100.0
1398,1795,2033,59,2022-10-18,255.71,100.0
1399,1796,2034,216,2022-10-18,7754.49,100.0
1400,1797,2035,158,2022-10-19,148.66,100.0
1401,1799,2037,158,2022-10-19,1000.0,100.0
1402,1800,2038,52,2022-10-19,361.38,100.0
1403,1801,2039,52,2022-10-19,1310.0,100.0
1404,1802,2040,52,2022-10-19,2611.16,100.0
1405,1803,2041,52,2022-10-19,54.8,100.0
1406,1804,2042,158,2022-10-19,1620.0,100.0
1407,1805,2043,176,2022-10-19,2528.97,100.0
1408,1806,2044,158,2022-10-19,338.89,100.0
1409,1807,2045,158,2022-10-19,52.0,100.0
1410,1808,2046,60,2022-10-19,116.25,100.0
1411,1809,2047,60,2022-10-19,37.5,100.0
1412,1810,2048,52,2022-10-19,17.62,100.0
1413,1813,2050,71,2022-10-19,52.5,100.0
1414,1814,2051,71,2022-10-19,162.75,100.0
1415,1815,2052,158,2022-10-19,400.0,100.0
1416,1816,2053,212,2022-10-19,285.0,100.0
1417,1817,2054,52,2022-10-19,822.23,100.0
1418,1818,2055,71,2022-10-19,1590.0,100.0
1419,1819,2056,212,2022-10-19,360.0,100.0
1420,1820,2057,158,2022-10-19,1800.0,100.0
1421,1821,438,59,2022-10-19,113.58,100.0
1422,1822,2058,52,2022-10-19,3.5,100.0
1423,1823,2059,158,2022-10-19,612.53,100.0
1424,1824,2060,52,2022-10-19,3.5,100.0
1425,1827,2063,52,2022-10-19,298.0,100.0
1426,1828,2064,60,2022-10-19,2100.0,100.0
1427,1829,2065,212,2022-10-19,85.23,100.0
1428,1830,2066,212,2022-10-19,18.47,100.0
1429,1831,2067,52,2022-10-19,100.54,100.0
1430,1832,2068,52,2022-10-19,550.0,100.0
1431,1833,2069,52,2022-10-19,240.0,100.0
1432,1834,2070,52,2022-10-19,96.16,100.0
1433,1835,2071,52,2022-10-19,90.99,100.0
1434,1836,2072,52,2022-10-19,6973.55,100.0
1435,1837,2073,52,2022-10-19,18110.56,100.0
1436,1838,2074,158,2022-10-19,727.1,100.0
1437,1839,2075,52,2022-10-19,394.38,100.0
1438,1840,2076,52,2022-10-19,746.41,100.0
1439,1841,2077,52,2022-10-19,720.89,100.0
1440,1842,2078,158,2022-10-19,168.54,100.0
1441,1843,2079,212,2022-10-19,56.82,100.530786
1442,1845,2081,212,2022-10-19,327.73,100.0
1443,1846,2080,212,2022-10-19,553.52,100.0
1444,1847,2082,158,2022-10-19,780.0,100.0
1445,1848,2083,52,2022-10-20,220.0,100.0
1446,1849,2084,52,2022-10-20,998.0,100.0
1447,1850,2085,52,2022-10-20,1443.0,100.0
1448,1851,2086,216,2022-10-20,800.0,100.0
1449,1852,2087,52,2022-10-20,75.55,100.0
1450,1853,2036,176,2022-10-20,1233.9,100.0
1451,1854,2088,52,2022-10-20,63.34,100.0
1452,1855,2089,52,2022-10-20,292.38,100.0
1453,1856,2090,52,2022-10-20,7.5,100.0
1454,1857,2091,52,2022-10-20,3.0,100.0
1455,1858,2092,52,2022-10-20,3.0,100.0
1456,1859,2093,52,2022-10-20,1.0,100.0
1457,1860,2094,52,2022-10-21,59.6,100.0
1458,1861,345,158,2022-10-21,1015.0,100.0
1459,1862,2095,52,2022-10-21,2422.0,100.0
1460,1863,2096,52,2022-10-21,2422.0,100.0
1461,1864,2097,52,2022-10-21,1016.3,100.0
1462,1865,20,59,2022-10-21,2590.0,100.0
1463,1866,70,59,2022-10-21,1098.1,100.0
1464,1867,242,59,2022-10-21,315.51,100.0
1465,1868,2098,52,2022-10-24,193.9,100.0
1466,1869,2099,52,2022-10-24,55.84,100.0
1467,1870,2100,52,2022-10-24,1801.0,100.0
1468,1871,2101,216,2022-10-24,173.99,100.0
1469,1872,2102,52,2022-10-24,225.3,100.0
1470,1873,2103,215,2022-10-24,2191.53,100.0
1471,1874,2104,52,2022-10-24,1341.02,100.0
1472,1875,2105,52,2022-10-24,2492.87,100.0
1473,1876,2106,59,2022-10-24,239.7,100.0
1474,1877,2107,227,2022-10-24,7344.0,87.055477
1475,1878,2107,216,2022-10-24,1092.0,12.944523
1476,1879,2108,216,2022-10-24,580.54,89.98388
1477,1880,2108,227,2022-10-24,64.62,10.01612
1478,1881,2109,216,2022-10-24,208.28,85.613285
1479,1882,2109,59,2022-10-24,35.0,14.386715
1480,1883,2110,59,2022-10-24,133.22,100.0
1481,1884,2111,59,2022-10-24,540.0,100.0
1482,1885,2112,59,2022-10-24,79.5,100.0
1483,1886,2113,216,2022-10-24,4644.32,100.0
1484,1887,2114,228,2022-10-24,4890.0,100.0
1485,1888,2115,52,2022-10-24,524.0,100.0
1486,1889,435,52,2022-10-24,1690.33,100.0
1487,1890,2116,52,2022-10-24,6.13,100.0
1488,1892,2118,52,2022-10-25,200.0,100.0
1489,1893,2119,52,2022-10-25,50.0,100.0
1490,1894,2120,158,2022-10-25,443.64,100.0
1491,1895,2121,148,2022-10-25,2397.6,100.0
1492,1896,2122,167,2022-10-25,233.94,100.0
1493,1897,2123,167,2022-10-25,233.94,100.0
1494,1898,2124,158,2022-10-25,122.41,100.0
1495,1899,2125,52,2022-10-25,2329.79,100.0
1496,1900,2126,52,2022-10-25,250.0,100.0
1497,1901,2127,52,2022-10-25,371.25,100.0
1498,1902,2128,52,2022-10-25,54.8,100.0
1499,1903,2129,52,2022-10-25,1760.0,100.0
1500,1904,2130,52,2022-10-25,1310.0,100.0
1501,1905,2131,52,2022-10-25,750.0,100.0
1502,1906,2132,158,2022-10-25,1150.0,100.0
1503,1907,2133,158,2022-10-25,660.0,100.0
1504,1908,2134,158,2022-10-25,847.0,100.0
1505,1909,2135,158,2022-10-25,1620.0,100.0
1506,1910,2136,52,2022-10-25,2618.67,100.0
1507,1911,2137,148,2022-10-25,70.46,100.0
1508,1912,2138,148,2022-10-25,95.4,100.0
1509,1913,2139,52,2022-10-25,440.81,100.0
1510,1915,2141,52,2022-10-25,52.0,100.0
1511,1916,2142,158,2022-10-25,440.0,100.0
1512,1917,2143,158,2022-10-25,2200.0,100.0
1513,1918,2140,52,2022-10-25,361.38,100.0
1514,1919,2144,171,2022-10-25,5025.0,100.0
1515,1920,2145,148,2022-10-25,4507.07,100.0
1516,1921,2146,258,2022-10-25,222.63,100.0
1517,1922,2147,52,2022-10-25,34.92,100.0
1518,1923,2148,212,2022-10-25,245.0,100.0
1519,1924,2149,261,2022-10-25,1473.74,100.0
1520,1925,2150,60,2022-10-25,1050.0,100.0
1521,1926,2151,52,2022-10-25,397.14,100.0
1522,1927,2152,52,2022-10-25,751.63,100.0
1523,1928,2153,52,2022-10-25,725.93,100.0
1524,1929,2154,212,2022-10-25,31.33,100.0
1525,1930,2155,212,2022-10-25,144.62,100.0
1526,1931,2156,212,2022-10-25,96.41,100.0
1527,1932,2157,52,2022-10-25,17.62,100.0
1528,1933,2158,52,2022-10-25,90.97,100.0
1529,1934,2159,52,2022-10-25,96.19,100.0
1530,1935,2160,158,2022-10-25,250.9,100.0
1531,1936,443,52,2022-10-25,1650.0,100.0
1532,1937,2161,52,2022-10-26,24.51,100.0
1533,1938,2162,52,2022-10-26,7.52,100.0
1534,1939,2163,52,2022-10-26,18.01,100.0
1535,1940,2164,52,2022-10-26,18.5,100.0
1536,1941,2165,288,2022-10-26,88.78,100.0
1537,1942,2166,288,2022-10-26,35.8,100.0
1538,1946,2170,289,2022-10-27,88.78,100.0
1539,1947,2171,59,2022-10-27,720.0,100.0
1540,1948,2172,52,2022-10-27,105.67,100.0
1541,1949,2173,251,2022-10-27,35.5,50.0
1542,1950,2173,227,2022-10-27,35.5,50.0
1543,1951,2174,215,2022-10-27,230.02,68.6381
1544,1952,2174,216,2022-10-27,105.1,31.3619
1545,1953,2175,59,2022-10-27,142.0,100.0
1546,1954,2176,215,2022-10-28,91.0,100.0
1547,1955,2177,52,2022-10-28,3.1,100.0
1548,1956,2178,52,2022-10-28,21761.29,100.0
1549,1957,2179,52,2022-10-28,28404.8,100.0
1550,1958,2180,52,2022-10-28,17558.15,100.0
1551,1959,2181,216,2022-10-28,850.0,100.0
1552,1961,2183,52,2022-10-31,2.5,100.0
1553,1964,2186,294,2022-10-31,88.78,100.0
1554,1965,2187,52,2022-10-31,39.0,100.0
1555,1967,2189,294,2022-10-31,2569.51,100.0
1556,1968,2190,294,2022-10-31,371.99,100.0
1557,1969,2191,294,2022-10-31,54.17,100.0
1558,1971,2193,216,2022-10-31,1335.0,100.0
1559,1972,2194,216,2022-10-31,277.91,100.0
1560,1973,2195,216,2022-10-31,139.19,100.0
1561,1974,2196,216,2022-10-31,390.0,100.0
1562,1975,2197,216,2022-10-31,205.02,100.0
1563,1976,2198,216,2022-10-31,1208.17,100.0
1564,1977,2199,216,2022-10-31,1297.25,100.0
1565,1979,2201,216,2022-10-31,321.09,100.0
1566,1980,2202,52,2022-11-01,265.0,100.0
1567,1981,2203,52,2022-11-01,2156.0,100.0
1568,1982,2204,52,2022-11-01,1865.5,100.0
1569,1983,2205,251,2022-11-01,480.0,100.0
1570,1984,2206,290,2022-11-01,252.5,71.631206
1571,1985,2206,227,2022-11-01,100.0,28.368794
1572,1986,2207,290,2022-11-01,301.0,100.0
1573,1987,2208,290,2022-11-01,5489.0,100.0
1574,1988,2209,290,2022-11-01,50.73,100.0
1575,1989,2210,148,2022-11-01,88.78,100.0
1576,1990,2211,290,2022-11-01,233.94,100.0
1577,1991,2212,52,2022-11-01,760.0,100.0
1578,1993,2214,52,2022-11-01,318.32,100.0
1579,1995,373,52,2022-11-03,1661.25,100.0
1580,1996,2216,164,2022-11-03,500.0,100.0
1581,1997,2217,251,2022-11-03,10671.8,100.0
1582,1998,2218,251,2022-11-03,228.88,100.0
1583,1999,2219,164,2022-11-03,6932.0,100.0
1584,2000,2220,215,2022-11-03,2735.22,100.0
1585,2001,2221,59,2022-11-03,1474.12,100.0
1586,2002,2222,251,2022-11-03,1640.73,100.0
1587,2003,2223,148,2022-11-03,119.24,100.0
1588,2004,2224,52,2022-11-03,200.0,100.0
1589,2005,2225,158,2022-11-03,15.0,100.0
1590,2006,2226,52,2022-11-03,5.01,100.0
1591,2007,2227,296,2022-11-03,233.94,100.0
1592,2008,2228,158,2022-11-04,280.0,100.0
1593,2009,2229,295,2022-11-04,88.78,100.0
1594,2010,2230,295,2022-11-04,233.94,100.0
1595,2011,351,158,2022-11-04,1666.0,100.0
1596,2012,297,52,2022-11-04,35743.0,100.0
1597,2013,311,52,2022-11-04,2422.0,100.0
1598,2014,334,52,2022-11-04,2421.0,100.0
1599,2015,2231,52,2022-11-04,3561.25,100.0
1600,2016,2232,180,2022-11-04,5000.0,100.0
1601,2017,2233,52,2022-11-04,890.81,100.0
1602,2018,2234,158,2022-11-07,70.0,100.0
1603,2019,2235,60,2022-11-07,1420.22,100.0
1604,2020,2236,52,2022-11-07,3480.97,100.0
1605,2021,283,52,2022-11-07,1935.06,52.148955
1606,2022,283,158,2022-11-07,1775.58,47.851045
1607,2023,2237,158,2022-11-07,280.0,100.0
1608,2024,798,158,2022-11-07,34.33,100.0
1609,2025,434,52,2022-11-07,1690.33,100.0
1610,2026,2238,52,2022-11-07,391.41,100.0
1611,2027,2239,52,2022-11-07,3177.35,100.0
1612,2028,2240,215,2022-11-07,2059.14,100.0
1613,2029,2241,251,2022-11-07,480.0,100.0
1614,2030,2242,290,2022-11-07,252.54,100.0
1615,2031,2243,59,2022-11-07,54.29,100.0
1616,2032,2244,52,2022-11-07,992.13,100.0
1617,2033,2245,290,2022-11-07,994.78,100.0
1618,2034,2246,266,2022-11-07,5357.0,100.0
1619,2035,2247,266,2022-11-08,66.34,100.0
1620,2036,2248,59,2022-11-08,198.56,100.0
1621,2037,2249,59,2022-11-08,631.56,100.0
1622,2038,2250,52,2022-11-08,14.69,100.0
1623,2039,2251,52,2022-11-08,500.0,100.0
1624,2040,2252,292,2022-11-08,88.78,100.0
1625,2041,2253,292,2022-11-08,88.78,100.0
1626,2042,2254,52,2022-11-08,414.0,100.0
1627,2043,183,59,2022-11-08,383.64,100.0
1628,2044,2255,52,2022-11-08,83.22,100.0
1629,2045,2256,52,2022-11-09,76.5,100.0
1630,2048,2259,52,2022-11-10,19.39,100.0
1631,2049,2260,52,2022-11-10,19.39,100.0
1632,2050,2261,52,2022-11-10,8332.57,100.0
1633,2051,2262,52,2022-11-10,3.51,100.0
1634,2052,2263,52,2022-11-10,82.8,100.0
1635,2053,2264,52,2022-11-10,179.11,100.0
1636,2054,2265,52,2022-11-10,6833.93,100.0
1637,2055,2266,290,2022-11-11,233.94,100.0
1638,2056,2267,299,2022-11-11,88.78,100.0
1639,2057,2268,52,2022-11-11,1809.59,100.0
1640,2058,2269,227,2022-11-11,569.94,100.0
1641,2059,2270,52,2022-11-11,56.85,100.0
1642,2060,2271,52,2022-11-11,25.8,100.0
1643,2061,2272,52,2022-11-11,60.95,100.0
1644,2062,2273,52,2022-11-11,15.0,100.0
1645,2063,2274,52,2022-11-11,12.5,100.0
1646,2064,2275,52,2022-11-11,1000.0,100.0
1647,2065,2276,52,2022-11-11,69.9,100.0
1648,2066,2277,52,2022-11-11,2640.0,100.0
1649,2068,2279,17,2022-11-14,3000.0,100.0
1650,2069,2280,290,2022-11-14,1147.15,100.0
1651,2070,2281,52,2022-11-14,142.98,100.0
1652,2071,2282,52,2022-11-14,75.0,100.0
1653,2072,2283,52,2022-11-14,109.0,100.0
1654,2073,452,52,2022-11-14,174.5,100.0
1655,2075,2285,59,2022-11-14,1275.9,100.0
1656,2076,2286,52,2022-11-14,26884.34,100.0
1657,2077,2287,228,2022-11-14,300.0,33.333333
1658,2078,2287,294,2022-11-14,300.0,33.333333
1659,2079,2287,290,2022-11-14,300.0,33.333333
1660,2080,2288,52,2022-11-14,7524.0,100.0
1661,2081,2289,52,2022-11-14,56.85,100.0
1662,2082,2290,294,2022-11-14,50.27,100.0
1663,2083,2291,52,2022-11-14,870.0,100.0
1664,2084,2292,292,2022-11-16,88.78,100.0
1665,2085,2293,52,2022-11-16,221.55,100.0
1666,2086,2294,215,2022-11-16,24.7,100.0
1667,2087,2295,266,2022-11-16,1146.5,100.0
1668,2088,2296,293,2022-11-16,210.0,100.0
1669,2090,2298,267,2022-11-17,2736.76,100.0
1670,2091,2299,52,2022-11-17,397.51,100.0
1671,2092,2300,52,2022-11-17,19.39,100.0
1672,2093,2301,52,2022-11-17,67.6,100.0
1673,2094,2302,52,2022-11-17,400.0,100.0
1674,2095,2303,251,2022-11-17,104.32,100.0
1675,2097,2305,216,2022-11-17,340.0,70.074196
1676,2098,2305,294,2022-11-17,145.2,29.925804
1677,2099,2306,292,2022-11-17,2182.0,100.0
1678,2100,2307,289,2022-11-17,1597.42,100.0
1679,2101,2308,289,2022-11-17,125.0,5.873619
1680,2102,2308,251,2022-11-17,2003.16,94.126381
1681,2103,2309,295,2022-11-17,259.5,100.0
1682,2106,2311,295,2022-11-17,2100.0,100.0
1683,2107,2312,295,2022-11-17,1909.25,100.0
1684,2108,2313,295,2022-11-17,1034.47,100.0
1685,2109,2314,295,2022-11-17,1034.47,100.0
1686,2110,2315,295,2022-11-17,2483.0,100.0
1687,2111,2316,295,2022-11-17,600.03,100.0
1688,2112,2317,295,2022-11-17,347.31,100.0
1689,2113,2318,288,2022-11-17,211.26,100.0
1690,2114,2319,52,2022-11-21,56.8,100.0
1691,2116,2321,52,2022-11-21,29.9,100.0
1692,2117,346,158,2022-11-21,1280.0,73.988439
1693,2118,2322,52,2022-11-21,2.5,100.0
1694,2119,2323,251,2022-11-22,304.3,100.0
1695,2120,2324,59,2022-11-23,6171.55,100.0
1696,2125,2328,302,2022-11-23,233.94,100.0
1697,2126,2329,158,2022-11-23,47.5,100.0
1698,2127,2330,158,2022-11-23,90.83,100.0
1699,2128,2331,52,2022-11-23,397.51,100.0
1700,2129,2332,304,2022-11-24,88.78,100.0
1701,2131,2334,52,2022-11-25,753.59,100.0
1702,2132,2335,306,2022-11-25,800.0,100.0
1703,2133,2336,52,2022-11-25,1983.28,100.0
1704,2134,2337,52,2022-11-25,1024.0,100.0
1705,2135,2338,251,2022-11-25,2682.0,87.447017
1706,2136,2338,168,2022-11-25,385.0,12.552983
1707,2137,2339,59,2022-11-25,848.2,100.0
1708,2140,2342,52,2022-11-25,7.5,100.0
1709,2141,2343,52,2022-11-25,233.94,100.0
1710,2142,2344,52,2022-11-25,10.0,100.0
1711,2143,2345,302,2022-11-25,60.0,100.0
1712,2144,2346,52,2022-11-25,780.0,100.0
1713,2145,2347,52,2022-11-25,100.0,100.0
1714,2146,2348,52,2022-11-25,1.0,100.0
1715,2147,2349,52,2022-11-25,12.5,100.0
1716,2148,2350,52,2022-11-25,0.6,100.0
1717,2149,2351,52,2022-11-25,0.6,100.0
1718,2150,2352,52,2022-11-25,1700.0,100.0
1719,2151,2353,59,2022-11-25,45.0,100.0
1720,2152,2354,52,2022-11-25,80.0,100.0
1721,2153,2355,295,2022-11-28,840.0,87.5
1722,2154,2355,251,2022-11-28,120.0,12.5
1723,2155,2356,52,2022-11-28,276.5,100.0
1724,2156,2357,52,2022-11-28,7.5,100.0
1725,2157,2358,52,2022-11-28,13000.0,100.0
1726,2158,2359,302,2022-11-28,127.7,100.0
1727,2159,2360,158,2022-11-28,90.2,100.0
1728,2160,2361,52,2022-11-28,5140.08,100.0
1729,2161,2362,52,2022-11-28,6853.44,100.0
1730,2162,2363,295,2022-11-28,55.9,16.16074
1731,2163,2363,294,2022-11-28,290.0,83.83926
1732,2164,2364,52,2022-11-30,2895.84,100.0
1733,2165,2365,52,2022-11-30,105.67,100.0
1734,2166,2366,52,2022-11-30,160.0,100.0
1735,2167,2367,309,2022-11-30,88.78,100.0
1736,2168,2368,52,2022-11-30,505.0,100.0
1737,2171,2371,52,2022-11-30,1730.0,100.0
1738,2172,2372,52,2022-12-01,195.0,100.0
1739,2173,2373,52,2022-12-01,399.93,100.0
1740,2174,2374,251,2022-12-01,46.0,100.0
1741,2175,2375,59,2022-12-01,9.42,100.0
1742,2176,2376,52,2022-12-01,294.0,100.0
1743,2177,2377,158,2022-12-01,714.3,100.0
1744,2178,2378,52,2022-12-02,14.63,100.0
1745,2179,2379,52,2022-12-02,88.78,100.0
1746,2180,2380,52,2022-12-02,88.78,100.0
1747,2182,2382,52,2022-12-02,20.5,100.0
1748,2183,2383,52,2022-12-02,1960.0,100.0
1749,2184,2384,158,2022-12-02,140.0,100.0
1750,2185,2385,302,2022-12-02,233.94,100.0
1751,2186,2386,52,2022-12-02,220.97,100.0
1752,2187,2387,53,2022-12-02,52.0,100.0
1753,2188,2388,53,2022-12-02,368.0,100.0
1754,2189,2389,52,2022-12-02,1600.0,100.0
1755,2190,2390,52,2022-12-02,1207.84,100.0
1756,2192,2392,158,2022-12-02,735.0,100.0
1757,2193,2393,52,2022-12-02,768.75,100.0
1758,2194,2394,52,2022-12-02,209.64,100.0
1759,2195,2395,52,2022-12-02,2356.11,100.0
1760,2196,2396,295,2022-12-02,1250.0,100.0
1761,2197,2397,59,2022-12-02,81.0,100.0
1762,2198,2398,59,2022-12-02,144.45,100.0
1763,2199,2399,52,2022-12-02,1007.0,100.0
1764,2200,2400,52,2022-12-05,768.75,100.0
1765,2201,2401,52,2022-12-05,339.0,100.0
1766,2202,2402,52,2022-12-05,78.0,100.0
1767,2203,2403,52,2022-12-05,3481.0,100.0
1768,2204,2404,299,2022-12-05,938.4,100.0
1769,2206,2406,52,2022-12-05,169.45,100.0
1770,2207,2407,52,2022-12-05,1600.22,100.0
